Lat Origen,Lon Origen,Lat Destino,Lon Destino
40.4167047,-3.7035825,40.5149183,-3.7408415
40.4167047,-3.7035825,39.8560679,-4.0239568
40.4167047,-3.7035825,39.8560679,-4.0239568
40.4167047,-3.7035825,40.1766024,-4.8498756
40.4167047,-3.7035825,41.586343,-4.189038
